jcm,organism,meo,label_meo
JCM_13171,Triplosphaeria acuta,MEO_0000753,culm
JCM_13172,Triplosphaeria maxima,MEO_0000753,culm
JCM_13173,Polyplosphaeria fusca,MEO_0000753,culm
JCM_13175,Polyplosphaeria fusca,MEO_0000753,culm
JCM_13176,Polyplosphaeria fusca,MEO_0000753,culm
JCM_13220,Rubrivivax benzoatilyticus,MEO_0000336,paddy field
JCM_13222,Acinetobacter sp.,MEO_0000029,hot spring
JCM_13223,Bacteroides massiliensis,MEO_0000059,blood
JCM_13270,Rhodococcus imtechensis,MEO_0000649,contaminated soil
JCM_13271,Streptacidiphilus oryzae,MEO_0000338,rice field
JCM_13274,Streptomyces guanduensis,MEO_0000126,forest soil
JCM_13275,Streptomyces yanglinensis,MEO_0000126,forest soil
JCM_13276,Streptomyces paucisporeus,MEO_0000126,forest soil
JCM_13277,Streptomyces rubidus,MEO_0000126,forest soil
JCM_13278,Actinocorallia cavernae,MEO_0000704,cave
JCM_13279,Amycolatopsis halotolerans,MEO_0000007,soil
JCM_13320,Gulosibacter molinativorax,MEO_0000649,contaminated soil
JCM_13321,Leucobacter aridicollis,MEO_0000118,wastewater treatment plant
JCM_13322,Leucobacter chromiireducens subsp. chromiireducens,MEO_0000118,wastewater treatment plant
JCM_13323,Mycobacterium psychrotolerans,MEO_0000699,mine
JCM_13325,Dietzia kunjamensis,MEO_0000007,soil
JCM_13326,Kocuria himachalensis,MEO_0000692,cold desert
JCM_13327,Bullera cylindrica,MEO_0000379,leaf
JCM_13328,Bullera hubeiensis,MEO_0000379,leaf
JCM_13329,Bullera nakasei,MEO_0000379,leaf
JCM_13370,Erythromonas ursincola,MEO_0000137,microbial mat
JCM_13370,Sphingomonas ursincola,MEO_0000137,microbial mat
JCM_13373,Nocardia alba,MEO_0000007,soil
JCM_13374,Nocardia elegans,MEO_0000403,sputum
JCM_13375,Tsukamurella pseudospumae,MEO_0000365,foam
JCM_13378,Bowmanella denitrificans,MEO_0000122,coastal water
JCM_13379,Thalassomonas agarivorans,MEO_0000041,marine water
JCM_13420,Pseudaegerita corticalis,MEO_0000700,mountain
JCM_13421,Hyalotrochophora lignatilis,MEO_0000700,mountain
JCM_13422,Exophiala calicioides,MEO_0000062,wood
JCM_13424,Sclerographium fuligineum,MEO_0000753,culm
JCM_13426,Pseudomonas citronellolis,MEO_0000126,forest soil
JCM_13427,Pseudomonas riboflavina,MEO_0000007,soil
JCM_13429,Methanobacterium arbophilicum,MEO_0000062,wood
JCM_13429,Methanobrevibacter arboriphilicus,MEO_0000062,wood
JCM_13473,Burkholderia terricola,MEO_0000125,agricultural soil
JCM_13475,Bacteroides coprosuis,MEO_0000067,man-made structure
JCM_13476,Brevundimonas terrae,MEO_0000646,alkaline soil
JCM_13524,Salana multivorans,MEO_0000082,river
JCM_13525,Tessaracoccus bendigoensis,MEO_0000014,activated sludge
JCM_13526,Promicromonospora pachnodae,MEO_0000470,hindgut
JCM_13526,Xylanimicrobium pachnodae,MEO_0000470,hindgut
JCM_13526,Promicromonospora pachnodae,MEO_0000752,larva
JCM_13526,Xylanimicrobium pachnodae,MEO_0000752,larva
JCM_13527,Yania halotolerans,MEO_0000659,saline soil
JCM_13529,Zobellella denitrificans,MEO_0000040,marine sediment
JCM_13580,Streptomyces drozdowiczii,MEO_0000126,forest soil
JCM_13581,Streptomyces sodiiphilus,MEO_0000659,saline soil
JCM_13583,Thermogymnomonas acidicola,MEO_0000662,solfataric soil
JCM_13584,Agromyces allii,MEO_0000055,rhizosphere
JCM_13632,Cryptococcus aerius,MEO_0000007,soil
JCM_13635,Cryptococcus aerius,MEO_0000007,soil
JCM_13680,Kockovaella sp.,MEO_0000379,leaf
JCM_13681,Kockovaella sp.,MEO_0000379,leaf
JCM_13682,Bullera sp.,MEO_0000379,leaf
JCM_13683,Bullera sp.,MEO_0000379,leaf
JCM_13684,Unidentified yeast,MEO_0000379,leaf
JCM_13685,Cryptococcus sp.,MEO_0000379,leaf
JCM_13686,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13687,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13688,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13689,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13730,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13731,Bullera sp.,MEO_0000379,leaf
JCM_13732,Bullera sp.,MEO_0000379,leaf
JCM_13733,Bullera sp.,MEO_0000379,leaf
JCM_13734,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13735,Bullera sp.,MEO_0000379,leaf
JCM_13736,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13737,Bullera sp.,MEO_0000379,leaf
JCM_13738,Bullera sp.,MEO_0000379,leaf
JCM_13739,Bullera sp.,MEO_0000379,leaf
JCM_13780,Cryptococcus sp.,MEO_0000379,leaf
JCM_13781,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13782,Bullera sp.,MEO_0000379,leaf
JCM_13783,Bullera sp.,MEO_0000379,leaf
JCM_13784,Bullera sp.,MEO_0000379,leaf
JCM_13785,Cryptococcus sp.,MEO_0000379,leaf
JCM_13786,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13787,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13788,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13789,Unidentified yeast,MEO_0000379,leaf
JCM_13831,Flagellimonas eckloniae,MEO_0000055,rhizosphere
JCM_13831,Muricauda eckloniae,MEO_0000055,rhizosphere
JCM_13832,Aspergillus oryzae var. brunneus,MEO_0000131,food processing factory
JCM_13837,Desulfotomaculum thermosubterraneum,MEO_0000699,mine
JCM_13838,Bacillus isronensis,MEO_0000423,small artifact
JCM_13839,Bacillus aryabhattai,MEO_0000423,small artifact
JCM_13882,Actinomadura hallensis,MEO_0000700,mountain
JCM_13933,Actinomadura bangladeshensis,MEO_0000205,sand
JCM_13934,Actinomadura maheshkhaliensis,MEO_0000654,mangrove soil
JCM_13989,Shewanella algae,MEO_0000054,feces
JCM_13989,Shewanella algae,MEO_0000627,feces
JCM_13990,Tindallia texcoconensis,MEO_0000366,ground water
JCM_13991,Thermodesulfovibrio hydrogeniphilus,MEO_0000029,hot spring
JCM_13992,Desulfotomaculum hydrothermale,MEO_0000029,hot spring
JCM_14033,Halopiger xanaduensis,MEO_0000189,saline lake sediment
JCM_14034,Microbacterium immunditiarum,MEO_0000007,soil
JCM_14035,Streptococcus orisuis,MEO_0000467,oral cavity
JCM_14036,Desulfotomaculum defluvii,MEO_0000342,compost
JCM_14037,Geosporobacter subterraneus,MEO_0000370,water well
JCM_14038,Desulfocurvus vexinensis,MEO_0000370,water well
JCM_14039,Aminiphilus circumscriptus,MEO_0000120,anaerobic bioreactor
JCM_14092,Cryptococcus friedmannii,MEO_0000007,soil
JCM_14093,Cryptococcus friedmannii,MEO_0000007,soil
JCM_14094,Cryptococcus friedmannii,MEO_0000007,soil
JCM_14141,Massarina corticola,MEO_0000767,twig
JCM_14142,Massarina igniaria,MEO_0000641,house
JCM_14190,Roseospira visakhapatnamensis,MEO_0000084,bay
JCM_14191,Roseospira goensis,MEO_0000711,salt field
JCM_14192,Halalkalibacillus halophilus,MEO_0000651,garden soil
JCM_14193,Alkalibacillus silvisoli,MEO_0000126,forest soil
JCM_14195,Cladosporium colocasiae,MEO_0000379,leaf
JCM_14196,Cladosporium colocasiae,MEO_0000379,leaf
JCM_14244,Venenivibrio stagnispumantis,MEO_0000029,hot spring
JCM_14248,Cristulariella cercidiphylli,MEO_0000379,leaf
JCM_14248,Nervostroma cercidiphylli,MEO_0000379,leaf
JCM_14249,Cristulariella corni,MEO_0000379,leaf
JCM_14294,Cryptococcus uzbekistanensis,MEO_0000196,desert
JCM_14295,Cryptococcus uzbekistanensis,MEO_0000196,desert
JCM_14296,Cryptococcus uzbekistanensis,MEO_0000196,desert
JCM_14297,Cryptococcus uzbekistanensis,MEO_0000196,desert
JCM_14298,Gordonia soli,MEO_0000007,soil
JCM_14299,Nocardia gamkensis,MEO_0000695,riverbank
JCM_14340,Microbacterium hydrocarbonoxydans,MEO_0000128,oil contaminated soil
JCM_14341,Microbacterium oleivorans,MEO_0000704,cave
JCM_14342,Nocardioides oleivorans,MEO_0000327,petroleum
JCM_14343,Rhodococcus aetherivorans,MEO_0000153,park
JCM_14344,Streptomyces ferralitis,MEO_0000007,soil
JCM_14345,Williamsia marianensis,MEO_0000066,sediment
JCM_14346,Caenispirillum bisanense,MEO_0000118,wastewater treatment plant
JCM_14391,Cryptococcus watticus,MEO_0000007,soil
JCM_14498,Cryptococcus sp.,MEO_0000007,soil
JCM_14549,Streptomyces cheonanensis,MEO_0000198,field soil
JCM_14550,Eubacterium nodatum,MEO_0000479,gingiva
JCM_14551,Eggerthella sinensis,MEO_0000059,blood
JCM_14552,Eggerthella hongkongensis,MEO_0000059,blood
JCM_14553,Olsenella profusa,MEO_0000050,subgingival plaque
JCM_14600,Lactobacillus equicursoris,MEO_0000054,feces
JCM_14600,Lactobacillus equicursoris,MEO_0000627,feces
JCM_14602,Brevundimonas lenta,MEO_0000007,soil
JCM_14603,Sphingomonas insulae,MEO_0000007,soil
JCM_14604,Bacillus polygoni,MEO_0000423,small artifact
JCM_14650,Bacteroides propionicifaciens,MEO_0000714,reactor
JCM_14651,Methanobacterium thermoautotrophicum,MEO_0000120,anaerobic bioreactor
JCM_14652,Methanobacterium wolfei,MEO_0000066,sediment
JCM_14653,Methanosaeta thermophila,MEO_0000013,sludge
JCM_14653,Methanothrix thermophila,MEO_0000013,sludge
JCM_14654,Ruminococcus albus,MEO_0000046,rumen
JCM_14655,Ruminococcus hansenii,MEO_0000054,feces
JCM_14655,Streptococcus hansenii,MEO_0000054,feces
JCM_14655,Ruminococcus hansenii,MEO_0000627,feces
JCM_14655,Streptococcus hansenii,MEO_0000627,feces
JCM_14656,Ruminococcus hydrogenotrophicus,MEO_0000054,feces
JCM_14656,Ruminococcus hydrogenotrophicus,MEO_0000627,feces
JCM_14657,Ruminococcus schinkii,MEO_0000046,rumen
JCM_14708,Microbulbifer agarilyticus,MEO_0000084,bay
JCM_14709,Microbulbifer thermotolerans,MEO_0000084,bay
JCM_14753,Prevotella amnii,MEO_0000173,bodily fluid
JCM_14753,Prevotella amnii,MEO_0000533,amnion
JCM_14755,Aurantimonas frigidaquae,MEO_0000067,man-made structure
JCM_14756,Chryseobacterium aquifrigidense,MEO_0000067,man-made structure
JCM_14758,Shewanella haliotis,MEO_0000468,gut
JCM_14759,Moritella dasanensis,MEO_0000117,surface water
JCM_14801,Comamonas thiooxidans,MEO_0000083,spring
JCM_14802,Halomonas caseinilytica,MEO_0000177,saline lake
JCM_14803,Halomonas salifodinae,MEO_0000699,mine
JCM_14804,Marinobacter pelagius,MEO_0000041,marine water
JCM_14805,Prosthecobacter fluviatilis,MEO_0000740,river water
JCM_14806,Thiomonas bhubaneswarensis,MEO_0000066,sediment
JCM_14807,Clostridium sufflavum,MEO_0000714,reactor
JCM_14850,Thalassospira xianhensis,MEO_0000659,saline soil
JCM_14851,Nitratireductor kimnyeongensis,MEO_0000716,seaweed
JCM_14855,Serratia nematodiphila,MEO_0000484,intestine
JCM_14858,Clostridium arbusti,MEO_0000007,soil
JCM_14859,Paraprevotella clara,MEO_0000054,feces
JCM_14859,Paraprevotella clara,MEO_0000627,feces
JCM_14901,Microbacterium deminutum,MEO_0000007,soil
JCM_14902,Microbacterium pumilum,MEO_0000007,soil
JCM_14903,Microbacterium terricolae,MEO_0000007,soil
JCM_14904,Polymorphospora rubra,MEO_0000654,mangrove soil
JCM_14905,Stackebrandtia nassauensis,MEO_0000007,soil
JCM_14906,Actinomadura alba,MEO_0000007,soil
JCM_14907,Actinomadura rudentiformis,MEO_0000695,riverbank
JCM_14908,Actinospica robiniae,MEO_0000207,woodland
JCM_14909,Amycolatopsis saalfeldensis,MEO_0000699,mine
JCM_14958,Elusimicrobium minutum,MEO_0000752,larva
JCM_14959,Dyella marensis,MEO_0000182,cliff
JCM_15058,Pseudoclavibacter soli,MEO_0000198,field soil
JCM_15059,Thermosipho globiformans,MEO_0000142,marine hydrothermal vent chimney
JCM_15060,Halanaerobaculum tunisiense,MEO_0000689,saline sediment
JCM_15062,Acinetobacter soli,MEO_0000700,mountain
JCM_15111,Thiocystis cadagnonensis,MEO_0000024,lake
JCM_15112,Thiocystis chemoclinalis,MEO_0000024,lake
JCM_15113,Bacillus cecembensis,MEO_0000007,soil
JCM_15310,Nocardiopsis baichengensis,MEO_0000659,saline soil
JCM_15311,Nocardiopsis chromatogenes,MEO_0000659,saline soil
JCM_15312,Nocardiopsis gilva,MEO_0000659,saline soil
JCM_15313,Nocardiopsis rhodophaea,MEO_0000659,saline soil
JCM_15314,Nocardiopsis rosea,MEO_0000659,saline soil
JCM_15315,Legionella nagasakiensis,MEO_0000370,water well
JCM_15316,Legionella nagasakiensis,MEO_0000505,set of bronchi
JCM_15316,Legionella nagasakiensis,MEO_0000717,lavage fluid
JCM_15317,Dietzia papillomatosis,MEO_0000586,skin
JCM_15318,Nocardia coubleae,MEO_0000007,soil
JCM_15360,Fusarium sp.,MEO_0000334,tumulus
JCM_15360,Fusarium sp.,MEO_0000568,body
JCM_15361,Fusarium sp.,MEO_0000334,tumulus
JCM_15361,Fusarium sp.,MEO_0000568,body
JCM_15362,Fusarium sp.,MEO_0000334,tumulus
JCM_15363,Fusarium sp.,MEO_0000334,tumulus
JCM_15364,Penicillium sp.,MEO_0000116,biofilm
JCM_15364,Penicillium sp.,MEO_0000334,tumulus
JCM_15364,Penicillium sp.,MEO_0000418,fungi body associated
JCM_15365,Fusarium sp.,MEO_0000334,tumulus
JCM_15366,Trichoderma sp.,MEO_0000334,tumulus
JCM_15367,Trichoderma sp.,MEO_0000334,tumulus
JCM_15368,Trichoderma sp.,MEO_0000334,tumulus
JCM_15369,Trichoderma sp.,MEO_0000334,tumulus
JCM_15411,Candida takamatsuzukensis,MEO_0000334,tumulus
JCM_15412,Candida takamatsuzukensis,MEO_0000334,tumulus
JCM_15413,Candida takamatsuzukensis,MEO_0000334,tumulus
JCM_15414,Candida takamatsuzukensis,MEO_0000334,tumulus
JCM_15415,Methanobacterium movens,MEO_0000066,sediment
JCM_15416,Methanobacterium flexile,MEO_0000066,sediment
JCM_15469,Kushneria aurantia,MEO_0000339,solar saltern
JCM_15469,Kushneria aurantia,MEO_0000379,leaf
JCM_15469,Kushneria aurantia,MEO_0000754,mangrove
JCM_15470,Selenomonas bovis,MEO_0000046,rumen
JCM_15471,Brachybacterium zhongshanense,MEO_0000082,river
JCM_15518,Methanosarcina horonobensis,MEO_0000366,ground water
JCM_15519,Desulfovibrio butyratiphilus,MEO_0000120,anaerobic bioreactor
JCM_15520,Desulfovibrio butyratiphilus,MEO_0000120,anaerobic bioreactor
JCM_15521,Paenibacillus aestuarii,MEO_0000178,estuarine
JCM_15570,Granulicoccus phenolivorans,MEO_0000713,granule
JCM_15572,Kribbella hippodromi,MEO_0000007,soil
JCM_15575,Microbacterium lacus,MEO_0000066,sediment
JCM_15576,Microbacterium luticocti,MEO_0000342,compost
JCM_15577,Microbacterium sediminicola,MEO_0000066,sediment
JCM_15578,Modestobacter versicolor,MEO_0000007,soil
JCM_15620,Jiangella alkaliphila,MEO_0000704,cave
JCM_15621,Kocuria flava,MEO_0000006,air
JCM_15622,Kocuria turfanensis,MEO_0000006,air
JCM_15623,Lapillicoccus jejuensis,MEO_0000180,agricultural feature
JCM_15624,Marmoricola bigeumensis,MEO_0000125,agricultural soil
JCM_15625,Microbacterium aquimaris,MEO_0000041,marine water
JCM_15626,Rhodococcus kunmingensis,MEO_0000658,rhizosphere soil
JCM_15627,Saccharomonospora saliphila,MEO_0000065,mud
JCM_15628,Terrabacter lapilli,MEO_0000180,agricultural feature
JCM_15629,Zhihengliuella halotolerans,MEO_0000659,saline soil
JCM_15670,Verrucosispora sediminis,MEO_0000724,deep sea
JCM_15672,Agromyces tropicus,MEO_0000007,soil
JCM_15673,Dactylosporangium tropicum,MEO_0000664,tropical forest soil
JCM_15677,Actinaurispora siamensis,MEO_0000701,peat swamp
JCM_15679,Leifsonia soli,MEO_0000658,rhizosphere soil
JCM_15720,Bacillus persepolensis,MEO_0000743,hypersaline water
JCM_15721,Piscibacillus halophilus,MEO_0000177,saline lake
JCM_15722,Thalassobacillus cyri,MEO_0000743,hypersaline water
JCM_15723,Halomonas smyrnensis,MEO_0000007,soil
JCM_15723,Halomonas smyrnensis,MEO_0000727,saline pond
JCM_15724,Parabacteroides gordonii,MEO_0000059,blood
JCM_15725,Parabacteroides gordonii,MEO_0000059,blood
JCM_15726,Parabacteroides gordonii,MEO_0000059,blood
JCM_15727,Tonsillophilus suis,MEO_0000797,submandibular gland
JCM_15728,Lactobacillus paracollinoides,MEO_0000015,brewery
JCM_15729,Lactobacillus paracollinoides,MEO_0000015,brewery
JCM_15770,Halogeometricum rufum,MEO_0000339,solar saltern
JCM_15771,Haladaptatus litoreus,MEO_0000339,solar saltern
JCM_15772,Halogranum rubrum,MEO_0000339,solar saltern
JCM_15773,Halopelagius inordinatus,MEO_0000339,solar saltern
JCM_15774,Brevibacillus nitrificans,MEO_0000012,sewage
JCM_15774,Brevibacillus nitrificans,MEO_0000137,microbial mat
JCM_15774,Brevibacillus nitrificans,MEO_0000154,waste treatment plant
JCM_15775,Pelagibacterium halotolerans,MEO_0000041,marine water
JCM_15776,Oceanobacillus neutriphilus,MEO_0000119,bioreactor
JCM_15822,Desulfovibrio mexicanus,MEO_0000120,anaerobic bioreactor
JCM_15823,Dethiosulfovibrio acidaminovorans,MEO_0000137,microbial mat
JCM_15824,Dethiosulfovibrio marinus,MEO_0000694,coast
JCM_15825,Dethiosulfovibrio russensis,MEO_0000137,microbial mat
JCM_15826,Dethiosulfovibrio peptidovorans,MEO_0000696,oil well
JCM_15827,Desulfurispirillum alkaliphilum,MEO_0000119,bioreactor
JCM_15829,Acetobacter okinawensis,MEO_0000390,stem
JCM_15875,Nocardia elegans,MEO_0000586,skin
JCM_15876,Nocardia elegans,MEO_0000770,aspirate
JCM_15876,Nocardia elegans,MEO_0000508,trachea
JCM_15877,Nocardia nova,MEO_0000505,set of bronchi
JCM_15877,Nocardia nova,MEO_0000506,lung
JCM_15878,Nocardia farcinica,MEO_0000600,eye
JCM_15879,Nocardia elegans,MEO_0000403,sputum
JCM_15926,Microterricola viridarii,MEO_0000153,park
JCM_15927,Mycobacterium pyrenivorans,MEO_0000649,contaminated soil
JCM_15928,Nonomuraea candida,MEO_0000695,riverbank
JCM_15929,Tsukamurella sunchonensis,MEO_0000067,man-made structure
JCM_15982,Natronorubrum sediminis,MEO_0000189,saline lake sediment
JCM_15983,Porphyromonas cangingivalis,MEO_0000478,periodontium
JCM_15984,Bacteroides salivosus,MEO_0000489,gingival margin
JCM_15984,Porphyromonas salivosa,MEO_0000489,gingival margin
JCM_15985,Penicillium paneum,MEO_0000640,floor
JCM_15986,Penicillium paneum,MEO_0000334,tumulus
JCM_15987,Penicillium paneum,MEO_0000334,tumulus
JCM_16027,Arthrobacter phenanthrenivorans,MEO_0000649,contaminated soil
JCM_16028,Devriesea agamarum,MEO_0000483,liver
JCM_16029,Humibacter albus,MEO_0000342,compost
JCM_16030,Leucobacter tardus,MEO_0000383,phyllosphere
JCM_16031,Micromonospora lupini,MEO_0000147,root nodule
JCM_16082,Gangjinia marincola,MEO_0000122,coastal water
JCM_16083,Wandonia haliotis,MEO_0000074,field of aquaculture
JCM_16084,Halomonas beimenensis,MEO_0000339,solar saltern
JCM_16084,Halomonas beimenensis,MEO_0000711,salt field
JCM_16085,Desulfoconvexum algidum,MEO_0000040,marine sediment
JCM_16087,Acinetobacter calcoaceticus,MEO_0000055,rhizosphere
JCM_16130,Actinomyces massiliensis,MEO_0000059,blood
JCM_16131,Actinomyces oris,MEO_0000403,sputum
JCM_16132,Porphyromonas canoris,MEO_0000479,gingiva
JCM_16133,Bacteroides heparinolyticus,MEO_0000472,mouth
JCM_16134,Prevotella micans,MEO_0000467,oral cavity
JCM_16136,Bacteroides zoogleoformans,MEO_0000479,gingiva
JCM_16136,Capsularis zoogleoformans,MEO_0000479,gingiva
JCM_16137,Slackia isoflavoniconvertens,MEO_0000054,feces
JCM_16137,Slackia isoflavoniconvertens,MEO_0000627,feces
JCM_16138,Thermococcus atlanticus,MEO_0000724,deep sea
JCM_16180,Lactobacillus paralimentarius,MEO_0000282,must
JCM_16180,Lactobacillus bobalius,MEO_0000282,must
JCM_16180,Companilactobacillus bobalius,MEO_0000282,must
JCM_16183,Caldinitratiruptor microaerophilus,MEO_0000029,hot spring
JCM_16184,Caldicoprobacter algeriensis,MEO_0000029,hot spring
JCM_16184,Caldicoprobacter algeriensis,MEO_0000698,hydrothermal field
JCM_16185,Desulfosporosinus acidiphilus,MEO_0000738,mine water
JCM_16186,Fulvivirga kasyanovii,MEO_0000074,field of aquaculture
JCM_16230,Sphingomonas rubra,MEO_0000067,man-made structure
JCM_16231,Psychroflexus lacisalsi,MEO_0000177,saline lake
JCM_16232,Dyadobacter soli,MEO_0000197,farm soil
JCM_16234,Ochrobactrum daejeonense,MEO_0000120,anaerobic bioreactor
JCM_16236,Shinella daejeonensis,MEO_0000118,wastewater treatment plant
JCM_16237,Brevundimonas olei,MEO_0000007,soil
JCM_16282,Dioszegia rishiriensis,MEO_0000028,marsh
JCM_16283,Dioszegia rishiriensis,MEO_0000028,marsh
JCM_16284,Sporobolomyces carnicolor,MEO_0000007,soil
JCM_16285,Sporobolomyces phaffii,MEO_0000379,leaf
JCM_16286,Sporobolomyces phaffii,MEO_0000379,leaf
JCM_16287,Sporobolomyces patagonicus,MEO_0000007,soil
JCM_16288,Sporobolomyces patagonicus,MEO_0000379,leaf
JCM_16289,Sporobolomyces roseus,MEO_0000379,leaf
JCM_16330,Halarchaeum salinum,MEO_0000722,salt
JCM_16331,Halarchaeum nitratireducens,MEO_0000722,salt
JCM_16332,Aspergillus oryzae,MEO_0000303,soy sauce malt
JCM_16334,Gordonibacter pamelaeae,MEO_0000464,sigmoid colon
JCM_16336,Pyramidobacter piscolens,MEO_0000467,oral cavity
JCM_16338,Legionella londiniensis,MEO_0000741,spring water
JCM_16339,Altererythrobacter aestuarii,MEO_0000041,marine water
JCM_16385,Paracoccus caeni,MEO_0000670,sewage sludge
JCM_16386,Pusillimonas soli,MEO_0000197,farm soil
JCM_16388,Halopeptonella vilamensis,MEO_0000189,saline lake sediment
JCM_16388,Halopeptonella vilamensis,MEO_0000653,hypersaline soil
JCM_16389,Leadbetterella byssophila,MEO_0000712,cotton waste compost
JCM_16492,Litoreibacter janthinus,MEO_0000040,marine sediment
JCM_16493,Litoreibacter albidus,MEO_0000066,sediment
JCM_16494,Cocleimonas flava,MEO_0000040,marine sediment
JCM_16495,Halomarina oriensis,MEO_0000315,aquarium
JCM_16496,Bacteroides rodentium,MEO_0000054,feces
JCM_16496,Bacteroides rodentium,MEO_0000627,feces
JCM_16540,Friedmanniella spumicola,MEO_0000365,foam
JCM_16541,Kineococcus rhizosphaerae,MEO_0000658,rhizosphere soil
JCM_16542,Klugiella xanthotipulae,MEO_0000470,hindgut
JCM_16542,Klugiella xanthotipulae,MEO_0000752,larva
JCM_16543,Marihabitans asiaticum,MEO_0000117,surface water
JCM_16544,Microbacterium awajiense,MEO_0000694,coast
JCM_16545,Microbacterium fluvii,MEO_0000087,estuary
JCM_16546,Microbacterium marinilacus,MEO_0000024,lake
JCM_16547,Micrococcus luteus,MEO_0000386,plant root
JCM_16547,Micrococcus yunnanensis,MEO_0000386,plant root
JCM_16590,Algoriella xinjiangensis,MEO_0000012,sewage
JCM_16590,Algoriella xinjiangensis,MEO_0000035,waste water
JCM_16592,Halostagnicola alkaliphila,MEO_0000722,salt
JCM_16593,Natronoarchaeum philippinense,MEO_0000722,salt
JCM_16594,Anoxybacillus vitaminiphilus,MEO_0000029,hot spring
JCM_16595,Chitinophaga oryziterrae,MEO_0000338,rice field
JCM_16595,Chitinophaga oryziterrae,MEO_0000658,rhizosphere soil
JCM_16597,Pelagibacterium lixinzhangensis,MEO_0000007,soil
